Location Name,Accessible,PRECINCT,PRECINCT2,PRECINCT3,PRECINCT4,PRECINCT5,PRECINCT6,Address,City,X,Y,Location 1
COMMUNITY CHURCH OF BARRINGTON,Y,7000001,,,,,,301 E LINCOLN AVE,BARRINGTON,-88.1329760796,42.1513724857,"(42.1513724857, -88.1329760796)"
BARRINGTON VILLLAGE HALL,Y,7000002,,,,,,200 S HOUGH ST,BARRINGTON,-88.1365093064,42.1527805465,"(42.1527805465, -88.1365093064)"
GROVE AVENUE SCHOOL,Y,7000003,,,,,,900 GROVE ST,BARRINGTON,-88.1333437857,42.1428312099,"(42.1428312099, -88.1333437857)"
WILLOW CREEK COMM CHURCH,Y,7000004,7000008,7000010,7000011,,,67 E ALGONQUIN RD,SOUTH BARRINGTON,-88.135819315,42.0920689372,"(42.0920689372, -88.135819315)"
ST MICHAELS EPISCOPAL CHURCH,Y,7000006,7000009,,,,,647 DUNDEE AVE,BARRINGTON,-88.1407127553,42.1472452857,"(42.1472452857, -88.1407127553)"
VILLAGE OF BARRINGTON HILLS,Y,7000007,,,,,,112 ALGONQUIN RD,BARRINGTON,-88.1750371822,42.11224305,"(42.11224305, -88.1750371822)"
THE PRESBYTERIAN CHURCH,Y,7000005,,,,,,6 BRINKER RD,BARRINGTON HILLS,-88.1757973668,42.1524664247,"(42.1524664247, -88.1757973668)"
CITIZENS COMMUNITY BANK,Y,9901001,,,,,,3322  S OAK PARK AVE,BERWYN,-87.7932716679,41.8313793024,"(41.8313793024, -87.7932716679)"
MOOSE LODGE,Y,9901002,,,,,,3625   HARLEM AVE,BERWYN,-87.8022713505,41.8259615448,"(41.8259615448, -87.8022713505)"
IRVING SCHOOL,Y,9901004,9901005,,,,,3501  S CLINTON AVE,BERWYN,-87.7958011117,41.8281712409,"(41.8281712409, -87.7958011117)"
PAVEK REC CENTER,Y,9902001,9904001,,,,,6501   31ST ST,BERWYN,-87.785593407,41.8364277068,"(41.8364277068, -87.785593407)"
PERSHING SCHOOL,Y,9901003,9902002,9902003,,,,6537  W 37TH ST,BERWYN,-87.7869790576,41.8254057906,"(41.8254057906, -87.7869790576)"
FIRST CONG CHURCH,Y,9902004,,,,,,6500  W 34TH ST,BERWYN,-87.7858743437,41.8301451437,"(41.8301451437, -87.7858743437)"
BERWYN FIRE STATION / CITY BERWYN,Y,9903001,9903004,,,,,6700  W 26TH ST,BERWYN,-87.7906815405,41.8432970807,"(41.8432970807, -87.7906815405)"
BERWYN PARK DISTRICT,Y,9903002,,,,,,3001  S WISCONSIN AVE,BERWYN,-87.8000212607,41.8375493758,"(41.8375493758, -87.8000212607)"
PIPER SCHOOL,Y,9903003,,,,,,2435  S KENILWORTH AVE,BERWYN,-87.7951048946,41.8455385623,"(41.8455385623, -87.7951048946)"
EMERSON SCHOOL,Y,9903005,,,,,,3105  S CLINTON AVE,BERWYN,-87.7961008026,41.835468871,"(41.835468871, -87.7961008026)"
KOMENSKY SCHOOL,Y,9905003,,,,,,2515  S CUYLER AVE,BERWYN,-87.7816443817,41.8447660327,"(41.8447660327, -87.7816443817)"
LIBERTY CULTURAL CENTER,Y,9904002,,,,,,6445 27TH PL,BERWYN,-87.7856941471,41.8408133128,"(41.8408133128, -87.7856941471)"
HIAWATHA SCHOOL,Y,9904003,9904004,,,,,6539  W 26TH ST,BERWYN,-87.7875254449,41.8436586142,"(41.8436586142, -87.7875254449)"
HAVLICEK SCHOOL,Y,9905001,9905002,9908002,,,,6401  W 15TH ST,BERWYN,-87.7843027186,41.8601957966,"(41.8601957966, -87.7843027186)"
NORTH BERWYN PARK DISTRICT,Y,9906001,9906004,,,,,1619 WESLEY AVE,BERWYN,-87.7903150407,41.8574729996,"(41.8574729996, -87.7903150407)"
ITALIAN AMERICAN ORGANIZATION,Y,9906002,9906003,,,,,6710  W 16TH ST,BERWYN,-87.7916814102,41.8574885756,"(41.8574885756, -87.7916814102)"
PRAIRIE OAK SCHOOL,Y,9907001,9908003,,,,,1427  S OAK PARK AVE,BERWYN,-87.7930750468,41.8610564678,"(41.8610564678, -87.7930750468)"
MORTON WEST HIGH SCHOOL,Y,9907002,9907003,,,,,2400   HOME AVE,BERWYN,-87.7989041452,41.8467028118,"(41.8467028118, -87.7989041452)"
JEFFERSON SCHOOL,Y,9907004,,,,,,7035  W 16TH STREET,BERWYN,-87.8006398369,41.8581108662,"(41.8581108662, -87.8006398369)"
BARRY POST 256,Y,9908001,,,,,,6919  W ROOSEVELT RD,BERWYN,-87.797142142,41.8646883539,"(41.8646883539, -87.797142142)"
SOUTH CHICAGO HTS SR CTR,Y,7100008,7100009,,,,,3140 ENTERPRISE PARK AVE,SOUTH CHICAGO HEIGHTS,-87.6427310566,41.4817010404,"(41.4817010404, -87.6427310566)"
NANCY MC CONATHY LIBRARY,Y,7100027,,,,,,21737 JEFFERY AVE,SAUK VILLAGE,-87.5734023797,41.4919719404,"(41.4919719404, -87.5734023797)"
FLOSSMOOR COMM CHURCH,Y,7100001,7100050,,,,,847   HUTCHISON RD,FLOSSMOOR,-87.6699360078,41.5459739688,"(41.5459739688, -87.6699360078)"
FAITH LUTHERAN CHURCH,Y,7100002,7100020,,,,,18645   DIXIE HWY,HOMEWOOD,-87.6646017391,41.5510577909,"(41.5510577909, -87.6646017391)"
LIVING SPRINGS COMM CHURCH,Y,7100033,,,,,,19051  S HALSTED ST,GLENWOOD,-87.6348531338,41.54600293,"(41.54600293, -87.6348531338)"
BETHEL CHRISTIAN REFORMED,Y,7100005,7100014,7100018,710044,,,3500   GLENWOOD/LANSING RD,LANSING,-87.5330649357,41.543439522,"(41.543439522, -87.5330649357)"
LINCOLN SCHOOL,Y,7100006,,,,,,1520 CENTER AVE,CHICAGO HEIGHTS,-87.6294308672,41.5035335228,"(41.5035335228, -87.6294308672)"
FIRST APOSTOLIC CHURCH,Y,7100007,7100011,,,,,22709 STATE ST,STEGER,-87.6150723717,41.4784368158,"(41.4784368158, -87.6150723717)"
GRANT SCHOOL,Y,7100015,,,,,,2712   MILLER AVE,SOUTH CHICAGO HEIGHTS,-87.6409081363,41.4890977966,"(41.4890977966, -87.6409081363)"
MARIAN CATHOLIC HIGH SCHOOL,Y,7100042,7100028,,,,,700   ASHLAND AVE,CHICAGO HEIGHTS,-87.6565618578,41.5193781217,"(41.5193781217, -87.6565618578)"
ALGONQUIN SCHOOL,Y,7100013,7100017,,,,,170   ALGONQUIN ST,PARK FOREST,-87.6666589639,41.4934122933,"(41.4934122933, -87.6666589639)"
WINSTON CHURCHILL SCHOOL,Y,7100019,7100030,7100034,7100048,,,1300  W 190TH,HOMEWOOD,-87.6464395139,41.5453740114,"(41.5453740114, -87.6464395139)"
MEDGAR EVERS SCHOOL,Y,7100021,,,,,,1101  E 10TH ST,FORD HEIGHTS,-87.5894661972,41.514047746,"(41.514047746, -87.5894661972)"
PAESEL SENIOR CENTER,Y,7100023,7100053,,,,,21721 TORRENCE AVE(2700KALVELAGE),SAUK VILLAGE,-87.5572199687,41.4953026386,"(41.4953026386, -87.5572199687)"
BROOKWOOD JR HIGH SCHOOL,Y,7100024,,,,,,201  E GLENWOOD LANSING RD,GLENWOOD,-87.6056516688,41.5432169975,"(41.5432169975, -87.6056516688)"
RICKOVER JR HIGH SCHOOL,Y,7100026,7100055,,,,,22151   TORRENCE AVE,SAUK VILLAGE,-87.5571493363,41.4872758664,"(41.4872758664, -87.5571493363)"
FORD HTS VILLAGE HALL,Y,7100029,,,,,,1343   ELLIS AVE,FORD HEIGHTS,-87.5914921636,41.5072491831,"(41.5072491831, -87.5914921636)"
SALEM LUTHERAN CHURCH,Y,7100040,7100047,,,,,18324   ASHLAND AVE,HOMEWOOD,-87.6560767338,41.5559321888,"(41.5559321888, -87.6560767338)"
ST JAMES CHURCH,Y,7100032,,,,,,22400 S TORRENCE,SAUK VILLAGE,-87.5581018798,41.4833575401,"(41.4833575401, -87.5581018798)"
GARFIELD SCHOOL,Y,7100035,,,,,,140 E 23RD ST,CHICAGO HEIGHTS,-87.6326928191,41.4938334027,"(41.4938334027, -87.6326928191)"
LIVING GRACE CHURCH,Y,7100036,7100038,7100041,,,,201ST & LAKEWOOD AVE,LYNWOOD,-87.5518151803,41.5298605545,"(41.5298605545, -87.5518151803)"
JEFFERSON SCHOOL,Y,7100039,,,,,,176 E 11TH STREET,CHICAGO HEIGHTS,-87.6320750384,41.511204333,"(41.511204333, -87.6320750384)"
LYNWOOD MUNICIPAL BLDG,Y,7100016,7100022,,,,,21460   LINCOLN HWY,LYNWOOD,-87.5342921102,41.5058491792,"(41.5058491792, -87.5342921102)"
LAKE MARINA CLUBHOUSE,Y,7100043,,,,,,198TH   ST AND LAKE LYNWOOD DR,LYNWOOD,-87.5489210657,41.5360512717,"(41.5360512717, -87.5489210657)"
GOLDEN TOWERS SENIOR CITY,Y,7100046,,,,,,1706 EAST END AVE,CHICAGO HEIGHTS,-87.6370206134,41.5003709009,"(41.5003709009, -87.6370206134)"
ST MARK UNITED CHURCH OF CHRIST,Y,7100058,,,,,,312   CHICAGO RD,CHICAGO HEIGHTS,-87.6489952865,41.5355756853,"(41.5355756853, -87.6489952865)"
HICKORY GLEN PARK BLDG,Y,7100049,7100060,,,,,334 S MINERVA AVE,GLENWOOD,-87.5895597929,41.5400047989,"(41.5400047989, -87.5895597929)"
BEACON HILL ELEM SCHOOL,Y,7100052,,,,,,401   CONCORD DR,CHICAGO HEIGHTS,-87.6624031669,41.4982727433,"(41.4982727433, -87.6624031669)"
BLOOM TWP HALL,Y,7100003,,,,,,425  S HALSTED ST,CHICAGO HEIGHTS,-87.6353089024,41.5282488323,"(41.5282488323, -87.6353089024)"
CHICAGO HGTS FIRE DEPT #3,Y,7100054,,,,,,83  E JOE ORR RD,CHICAGO HEIGHTS,-87.6399012165,41.5210669018,"(41.5210669018, -87.6399012165)"
GREENBRIAR SCHOOL,Y,7100056,,,,,,101  W GREENBRIAR AVE,CHICAGO HEIGHTS,-87.6459792392,41.524800129,"(41.524800129, -87.6459792392)"
COMMISSIONERS PARK,Y,7100057,,,,,,311   CHICAGO RD,CHICAGO HEIGHTS,-87.6468465127,41.5354115672,"(41.5354115672, -87.6468465127)"
SERENA HILLS SCHOOL,Y,7100059,,,,,,255   PLEASANT DR,CHICAGO HEIGHTS,-87.6527804706,41.5330509396,"(41.5330509396, -87.6527804706)"
HIGHLAND SCHOOL,Y,7100061,,,,,,828   WILLOW DR,CHICAGO HEIGHTS,-87.6499244078,41.5161582521,"(41.5161582521, -87.6499244078)"
ST PAULS LUTHERAN CHURCH,Y,7100031,,,,,,330  W HIGHLAND DR,CHICAGO HEIGHTS,-87.656497,41.5137881499,"(41.5137881499, -87.656497)"
ROOSEVELT SCHOOL,Y,7100025,,,,,,249  W LINCOLN HWY,CHICAGO HEIGHTS,-87.6518615554,41.5065180635,"(41.5065180635, -87.6518615554)"
OLYMPIC VILLAGE APARTMENTS,Y,7100012,,,,,,31 OLYMPIC VILLAGE,CHICAGO HEIGHTS,-87.6658475923,41.5088535489,"(41.5088535489, -87.6658475923)"
WILSON SCHOOL,Y,7100051,,,,,,422  W 16TH AVE,CHICAGO HEIGHTS,-87.6602415673,41.500886792,"(41.500886792, -87.6602415673)"
PHILLIPS SCHOOL,Y,7100010,,,,,,1401   13TH PL,FORD HEIGHTS,-87.5863611671,41.5077893921,"(41.5077893921, -87.5863611671)"
LONGWOOD SCHOOL,N,7100045,,,,,,441 LONGWOOD DR,GLENWOOD,-87.6304980992,41.5546552049,"(41.5546552049, -87.6304980992)"
BROOKWOOD MIDDLE SCHOOL,Y,7100037,,,,,,200   GLENWOOD/LANSING RD,GLENWOOD,-87.6049823246,41.5418938101,"(41.5418938101, -87.6049823246)"
KENNEDY SCHOOL,Y,7100004,,,,,,10TH AND DIVISION,CHICAGO HEIGHTS,-87.6639528168,41.512820258,"(41.512820258, -87.6639528168)"
JOHN GORDON SCHOL,Y,7200001,,,,,,14100 HARRISON AVE,POSEN,-87.6871148583,41.6365275263,"(41.6365275263, -87.6871148583)"
MORTON GINGERWOOD SCHOOL,Y,7200002,7200003,,,,,16936 S FOREST AVE,OAK FOREST,-87.7388370379,41.5836991988,"(41.5836991988, -87.7388370379)"
V F W BREMEN POST 2791,Y,7200057,,,,,,17147 OAK PARK AVE,TINLEY PARK,-87.7832879886,41.5790254804,"(41.5790254804, -87.7832879886)"
OAK FOREST SENIOR CENTER,Y,7200004,7200018,,,,,15501 S KILPATRICK AVE,OAK FOREST,-87.7336675069,41.6102573479,"(41.6102573479, -87.7336675069)"
JACK HILLE SCHOOL,Y,7200050,,,,,,5800 W 151ST,OAK FOREST,-87.7628096835,41.6189180514,"(41.6189180514, -87.7628096835)"
RADAY LODGE,Y,7200006,7200015,,,,,3220  W 145TH ST,MIDLOTHIAN,-87.6991677212,41.6299925677,"(41.6299925677, -87.6991677212)"
MARKHAM PUBLIC LIBRARY,Y,7200039,,,,,,16640 S KEDZIE AVE,MARKHAM,-87.694893992,41.5864835093,"(41.5864835093, -87.694893992)"
COUNTRY CLUB HILLS POLICE,Y,7200008,7200048,,,,,3700  W 175TH PL,COUNTRY CLUB,-87.7083305594,41.5712355328,"(41.5712355328, -87.7083305594)"
ZION LUTHERAN CHURCH,Y,7200009,7200073,,,,,17100 S 69TH AVE,TINLEY PARK,-87.7883704061,41.5800001631,"(41.5800001631, -87.7883704061)"
CENTRAL PARK COMM CENTER,Y,7200010,7200062,,,,,15601 S CENTRAL AVE,OAK FOREST,-87.7567676152,41.6075046049,"(41.6075046049, -87.7567676152)"
AMERICAN LEGION HALL,Y,7200022,7200067,7200077,,,,17423  67TH CT,TINLEY PARK,-87.7835956384,41.5745347151,"(41.5745347151, -87.7835956384)"
MARKHAM VFW 9801,Y,7200012,7200044,,,,,3220 159TH ST,MARKHAM,-87.6952238932,41.6011744632,"(41.6011744632, -87.6952238932)"
CRESTWOOD CIVIC CENTER,Y,7200011,7200013,,,,,14025 KOSTNER AVE,CRESTWOOD,-87.7272082962,41.6378057371,"(41.6378057371, -87.7272082962)"
VILLAGE OF POSEN,Y,7200014,,,,,,2440 W WALTER ZIMNY AVE,POSEN,-87.6795558722,41.6266708621,"(41.6266708621, -87.6795558722)"
SAND PIPER SOUTH CONDO,Y,7200016,7200060,,,,,5204 MIDLOTHIAN TURNPIKE,CRESTWOOD,-87.7496025543,41.6367352363,"(41.6367352363, -87.7496025543)"
ROBBINS COMMUNITY CENTER,Y,7200017,7200019,,,,,13800  S TRUMBULL AVE,ROBBINS,-87.7055515883,41.6418824063,"(41.6418824063, -87.7055515883)"
LEE FOSTER SCHOOL,Y,7200020,7200036,7200058,,,,5931 SCHOOL ST,OAK FOREST,-87.7640150774,41.6139788963,"(41.6139788963, -87.7640150774)"
V F W BREMEN POST 2791,Y,7200057,,,,,,17147 OAK PARK AVE,TINLEY PARK,-88.3333333333,-90,"(-90, -88.3333333333)"
MIDLOTHIAN PARK DISTRICT,Y,7200025,7200030,,,,,14500  S KOSTNER AVE,MIDLOTHIAN,-87.7282320041,41.6287737413,"(41.6287737413, -87.7282320041)"
HOMEWOOD CHURCH,Y,7200026,7200075,,,,,18301 GOVERNORS HWY,HOMEWOOD,-87.680406678,41.55629054,"(41.55629054, -87.680406678)"
DON GORMAN FIELDHOUSE,Y,7200074,,,,,,4412 HENRY ST,OAK FOREST,-87.7285550467,41.5955559871,"(41.5955559871, -87.7285550467)"
SPRINGFIELD SCHOOL,Y,7200028,,,,,,14620   SPRINGFIELD AVE,MIDLOTHIAN,-87.7160616353,41.6269169001,"(41.6269169001, -87.7160616353)"
ST EMERIC CATHOLIC CHURCH,Y,7200029,7200080,,,,,4340  W 180TH ST,COUNTRY CLUB,-87.7196541373,41.5641894889,"(41.5641894889, -87.7196541373)"
HAZEL CREST PARK DIST,Y,7200031,,,,,,2600 W 171ST ST,HAZELCREST,-87.6813574081,41.5791369865,"(41.5791369865, -87.6813574081)"
HAZELCREST CHURCH,Y,7200032,7200051,7200066,,,,17050  S CALIFORNIA AVE,HAZELCREST,-87.6855086467,41.5806155715,"(41.5806155715, -87.6855086467)"
SANDIDGE SCHOOL,Y,7200033,,,,,,16600  S 66TH AVE,TINLEY PARK,-87.7805580556,41.5893963111,"(41.5893963111, -87.7805580556)"
SCHOOL DISTRICT 146,Y,7200034,,,,,,6611  W 171ST ST,TINLEY PARK,-87.7790905883,41.5800315509,"(41.5800315509, -87.7790905883)"
CITY OF MARKHAM,Y,7200035,7200038,,,,,163RD & KEDZIE PKWY,MARKHAM,-87.6938516397,41.5931891458,"(41.5931891458, -87.6938516397)"
KELLAR MIDDLE  SCHOOL,Y,7200037,7200065,,,,,14123  S LYDIA AVE,ROBBINS,-87.7043115339,41.6362362957,"(41.6362362957, -87.7043115339)"
COUNTRY CLUB HILLS,Y,7200040,7200070,,,,,4200  W 183RD ST,COUNTRY CLUB,-87.7191506104,41.5576239545,"(41.5576239545, -87.7191506104)"
CENTRAL PARK SCHOOL,Y,7200041,7200052,,,,,3621 151ST ST,MIDLOTHIAN,-87.7083367667,41.6180130659,"(41.6180130659, -87.7083367667)"
POSEN ELEM SCHOOL,Y,7200043,,,,,,14545 CALIFORNIA AVE,POSEN,-87.6880804141,41.6287544078,"(41.6287544078, -87.6880804141)"
ZIEBELL SCHOOL,Y,7200045,,,,,,149TH & ROCKWELL,POSEN,-87.6808702223,41.619441802,"(41.619441802, -87.6808702223)"
HAZELCREST FIRE & RESCUE,P,7200049,,,,,,2903  W 175TH ST,HAZELCREST,-87.6877960273,41.5712158691,"(41.5712158691, -87.6877960273)"
RIDGE SCHOOL,Y,7200042,7200053,7200054,,,,5151 149TH ST,OAK FOREST,-87.7461235462,41.6208084843,"(41.6208084843, -87.7461235462)"
POSEN COMM CENTER,Y,7200055,,,,,,14401 CAMPBELL AVE,POSEN,-87.6809271484,41.631373146,"(41.631373146, -87.6809271484)"
NOB HILL SCHOOL,Y,7200056,,,,,,3701  W 168TH ST,COUNTRY CLUB,-87.7069216454,41.5839370561,"(41.5839370561, -87.7069216454)"
TINLEY COURT,Y,7200059,,,,,,16301 BREMENTOWN DR,TINLEY PARK,-87.7912199307,41.5944555142,"(41.5944555142, -87.7912199307)"
ST STEPHENS LUTHERAN CHUR,Y,7200005,7200061,,,,,14700  S KILDARE AVE,MIDLOTHIAN,-87.7255465574,41.6249274746,"(41.6249274746, -87.7255465574)"
BREMEN TOWNSHIP,Y,7200064,7200076,7200079,,,,15350  S OAK PARK AVE,OAK FOREST,-87.7863107909,41.6130051169,"(41.6130051169, -87.7863107909)"
E S D A BUILDING,Y,7200068,,,,,,13755  S LAMON AVE,CRESTWOOD,-87.7397230699,41.642350623,"(41.642350623, -87.7397230699)"
KIMBERLY HEIGHTS SCHOOL,Y,7200069,,,,,,6141 KIMBERLY DR,TINLEY PARK,-87.7695630093,41.5905004147,"(41.5905004147, -87.7695630093)"
HIGHLAND SCHOOL,Y,7200071,7200078,,,,,3420 LAUREL LN,HAZELCREST,-87.7010877979,41.5797762237,"(41.5797762237, -87.7010877979)"
FIERKE SCHOOL,Y,7200072,,,,,,6535  W 155TH ST,OAK FOREST,-87.7790460092,41.6093979812,"(41.6093979812, -87.7790460092)"
VOGT WOODS BLDG,Y,7200024,,,,,,6527  W 171ST ST,TINLEY PARK,-87.7663631604,41.5821291204,"(41.5821291204, -87.7663631604)"
SCARLET OAK SCHOOL,Y,7200027,7200046,,,,,5731 ALBERT DR,OAK FOREST,-87.7604625813,41.6078805728,"(41.6078805728, -87.7604625813)"
MARKHAM COMM CENTER,Y,7200007,7200021,,,,,15652   HOMAN AVE,MARKHAM,-87.7001837555,41.6050736582,"(41.6050736582, -87.7001837555)"
HILLCREST BAPTIST CHURCH,Y,7200047,,,,,,17300 PULASKI AVE,COUNTRY CLUB,-87.7144993437,41.5752354629,"(41.5752354629, -87.7144993437)"
CHATEAUX SCHOOL,Y,7200063,,,,,,3600 CHAMBORD LN,HAZELCREST,-87.7029818041,41.5638479764,"(41.5638479764, -87.7029818041)"
TURNER SCHOOL,Y,7200023,,,,,,3847 W 135TH,ROBBINS,-87.7153938329,41.6470477153,"(41.6470477153, -87.7153938329)"
ST DONATUS SCHOOL,Y,7300001,7300008,,,,,12905   DIVISION,BLUE ISLAND,-87.6697546936,41.6588119336,"(41.6588119336, -87.6697546936)"
PAUL REVERE PRIMARY,Y,7300002,7300006,,,,,2300  W 123RD PL,BLUE ISLAND,-87.6768773114,41.669100784,"(41.669100784, -87.6768773114)"
GENERAL GEORGE S PATTON SCHOOL,Y,7300004,,,,,,13700  S STEWART,RIVERDALE,-87.6312130553,41.6468537516,"(41.6468537516, -87.6312130553)"
LINCOLN SCHOOL,Y,7300007,,,,,,2140 W BROADWAY,BLUE ISLAND,-87.6746385864,41.651129359,"(41.651129359, -87.6746385864)"
WISDOM VILLAGE,Y,7300009,,,,,,12445 S MORGAN,CALUMET PARK,-87.6459127897,41.6670414885,"(41.6670414885, -87.6459127897)"
MOUNT CALVARY LUTHERAN CHURCH,Y,7300010,,,,,,1301  W VERMONT ST,CALUMET PARK,-87.6525920461,41.6592037357,"(41.6592037357, -87.6525920461)"
CALUMET PARK REC CENTER,Y,7300005,7300012,,,,,12426  S LOOMIS ST,CALUMET PARK,-87.6555944749,41.6681213398,"(41.6681213398, -87.6555944749)"
SENIOR CITIZEN CENTER,Y,7300003,7300011,,,,,12633  S ASHLAND AVE,CALUMET PARK,-87.6615337119,41.6643419264,"(41.6643419264, -87.6615337119)"
LIBERTY ELEM SCHOOL,Y,9800001,,,,,,4946  W 13TH ST,CICERO,-87.7489323994,41.8643654161,"(41.8643654161, -87.7489323994)"
ROOSEVELT SCHOOL,Y,9800002,9800004,,,,,1500  S 50TH AVE,CICERO,-87.749800776,41.8599145334,"(41.8599145334, -87.749800776)"
LINCOLN SCHOOL,Y,9800005,9800011,9800013,,,,3545  S 61ST AVE,CICERO,-87.7749773501,41.8277711937,"(41.8277711937, -87.7749773501)"
DREXEL HALL,Y,9800020,,,,,,3545  S 54TH AVE,CICERO,-87.7578335448,41.8278286348,"(41.8278286348, -87.7578335448)"
CICERO STADIUM,Y,9800007,,,,,,1909  S LARAMIE AVE,CICERO,-87.7535116927,41.854346072,"(41.854346072, -87.7535116927)"
PARKHOLME COMM BLDG,Y,9800009,,,,,,1820  S 51ST AVE,CICERO,-87.7521582727,41.8557375981,"(41.8557375981, -87.7521582727)"
HAWTHORNE PARK DISTRICT,Y,9800010,,,,,,5202  W 29TH PL,CICERO,-87.7541452348,41.8396136698,"(41.8396136698, -87.7541452348)"
MANOR COMM BLDG,Y,9800012,9800014,,,,,5800  W PARK AVE,CICERO,-87.7688207926,41.832730949,"(41.832730949, -87.7688207926)"
MC KINLEY SCHOOL,Y,9800016,,,,,,5900  W 14TH ST,CICERO,-87.7719629679,41.8621446003,"(41.8621446003, -87.7719629679)"
MORTON FRESHMAN CENTER,Y,9800017,9800024,,,,,1801 S 55TH AVE,CICERO,-87.761260916,41.856851838,"(41.856851838, -87.761260916)"
BURNHAM SCHOOL,Y,9800021,9800023,,,,,1630   59TH AVE,CICERO,-87.7718791573,41.8571319349,"(41.8571319349, -87.7718791573)"
WOODBINE SCHOOL,Y,9800026,9800032,,,,,3003   50TH CT,CICERO,-87.7499542629,41.83799445,"(41.83799445, -87.7499542629)"
P S O BUILDING,Y,9800006,,,,,,5410  W 34TH ST,CICERO,-87.7587600184,41.8312031124,"(41.8312031124, -87.7587600184)"
GOODWIN ELEMENTARY SCHOOL,Y,9800018,9800019,9800031,,,,2625 S AUSTIN BLVD,CICERO,-87.7730809438,41.8424887285,"(41.8424887285, -87.7730809438)"
WILSON SCHOOL,Y,9800003,9800027,9800030,,,,2310  S 57TH AVE,CICERO,-87.7667441914,41.8487041688,"(41.8487041688, -87.7667441914)"
CICERO PUBLIC LIBRARY,Y,9800008,,,,,,5225 W CERMAK RD,CICERO,-87.7544756085,41.8506729379,"(41.8506729379, -87.7544756085)"
TOWN OF CICERO FIRE HOUSE,Y,9800022,9800028,,,,,5303  W 25TH ST,CICERO,-87.7567891279,41.8452139187,"(41.8452139187, -87.7567891279)"
COLUMBUS SCHOOL WEST,Y,9800025,,,,,,5425 W 31ST ST,CICERO,-87.7590262595,41.8359201746,"(41.8359201746, -87.7590262595)"
CICERO SCHOOL WEST,Y,9800029,,,,,,4937   23RD ST,CICERO,-87.7482107821,41.8490363296,"(41.8490363296, -87.7482107821)"
ST. GEORGE CHURCH,Y,9800015,,,,,,1220 S 60TH CT,CICERO,-87.7755550141,41.8648039759,"(41.8648039759, -87.7755550141)"
ST PAUL LUTHERAN SCHOOL,Y,7400001,7400007,,,,,100 SCHOOL ST,MOUNT PROSPECT,-87.9316110877,42.0656897191,"(42.0656897191, -87.9316110877)"
ST MARK LUTHERAN CENTER,Y,7400034,,,,,,205 WILLE ST,MOUNT PROSPECT,-87.9388902774,42.0619881996,"(42.0619881996, -87.9388902774)"
RAINBOW FALLS,Y,7400003,7400013,,,,,200 REV MORRISON BLVD,ELK GROVE VILLAGE,-87.9940700393,42.0068496765,"(42.0068496765, -87.9940700393)"
RUPLEY SCHOOL,Y,7400004,7400018,,,,,305 OAKTON ST,ELK GROVE VILLAGE,-87.9856380951,42.0217050228,"(42.0217050228, -87.9856380951)"
DANA POINT CONDO ASSN,Y,7400006,,,,,,1519 CENTRAL RD,ARLINGTON HEIGHTS,-87.9624938386,42.0648517995,"(42.0648517995, -87.9624938386)"
LINCOLN SCHOOL,Y,7400010,,,,,,700 W LINCOLN ST,MOUNT PROSPECT,-87.9471505426,42.060075724,"(42.060075724, -87.9471505426)"
ELK GROVE PUBLIC LIBRARY,Y,7400002,7400012,7400043,,,,1001 WELLINGTON AVE,ELK GROVE VILLAGE,-88.017239874,41.9969117015,"(41.9969117015, -88.017239874)"
BRENTWOOD BAPTIST CHRSTN ACDY,Y,7400037,,,,,,588 DARA JAMES,DES PLAINES,-87.9282200748,42.0415150655,"(42.0415150655, -87.9282200748)"
LIONS REC CENTER,Y,7400005,,,,,,411 MAPLE ST,MOUNT PROSPECT,-87.9331685212,42.0557560582,"(42.0557560582, -87.9331685212)"
LANDMEIER STATION,Y,7400017,,,,,,900 LANDMEIER RD,ELK GROVE VILLAGE,-87.9774149581,42.0152235748,"(42.0152235748, -87.9774149581)"
LYONS PARK SCHOOL,Y,7400016,,,,,,300 COUNCIL TRAIL,ELK GROVE VILLAGE,-87.9305020508,42.0549705484,"(42.0549705484, -87.9305020508)"
CLEARMONT SCHOOL,Y,7400020,7400033,,,,,280 CLEARMONT DR,ELK GROVE VILLAGE,-87.9889923331,41.9996142053,"(41.9996142053, -87.9889923331)"
CHICAGO ASSEMBLY OF GOD,Y,7400023,,,,,,618 E GOLF RD,MOUNT PROSPECT,-87.9377962071,42.047954527,"(42.047954527, -87.9377962071)"
WESTBROOK SCHOOL,Y,7400008,7400025,,,,,103 S BUSSE RD,MOUNT PROSPECT,-87.9594153993,42.0654281145,"(42.0654281145, -87.9594153993)"
ST CECILIA CHURCH,Y,7400011,7400027,,,,,700 MEIER RD,MOUNT PROSPECT,-87.9705949292,42.0512947087,"(42.0512947087, -87.9705949292)"
HOLIDAY INN,Y,7400028,7400040,,,,,3405 ALGONQUIN RD,ROLLING MEADOWS,-88.021869672,42.0609359765,"(42.0609359765, -88.021869672)"
SALT CREEK SCHOOL,Y,7400029,,,,,,65 KENNEDY BLVD,ELK GROVE VILLAGE,-87.9963237424,42.0047210567,"(42.0047210567, -87.9963237424)"
BRENTWOOD SCHOOL,Y,7400030,,,,,,260 DULLES ST,DES PLAINES,-87.9258409405,42.0454955601,"(42.0454955601, -87.9258409405)"
